epoch,acc,nmi,ari,f1
0,0.3152990682296363,0.08364558490033482,0.0642294994234333,0.29801450230457743
1,0.383829275623685,0.14316955520431005,0.11388451067639621,0.3733029825705858
2,0.43582807333934476,0.19926088272335493,0.1620861482177534,0.4263099649891224
3,0.446648632401563,0.23591370305465123,0.18619662555432476,0.4226716452718689
4,0.4682897505259994,0.25521457818769133,0.21309781219314,0.43871704279865315
5,0.5335136759843703,0.2983168781109093,0.26065209448149945,0.4854340744799533
6,0.5395250976856026,0.29524425123702835,0.27948650365886235,0.49653169617574283
7,0.5440336639615269,0.30261007786091493,0.2828309343453881,0.5005177751750839
8,0.545536519386835,0.30633871840169313,0.28445966075631923,0.4888807831062086
9,0.5755936278929967,0.3331251422780072,0.3073411184190178,0.5355350368218748
10,0.5858130447850917,0.34020743685379967,0.3150652603766736,0.54710518072044
11,0.6011421701232341,0.3519704316510886,0.332035229557631,0.5598033707621393
12,0.6185752930568079,0.3605466229967847,0.3514771826048327,0.576061973401834
13,0.6206792906522393,0.36211470742050983,0.35390850762059634,0.5776888714955967
14,0.6278929966937181,0.37086746576790414,0.3623885845456997,0.5834953562464792
15,0.6321009918845807,0.37755231692589475,0.3682198552456587,0.5874943218496153
16,0.6378118425007514,0.38320934548519675,0.3737988374310882,0.5951998826191267
17,0.6399158400961827,0.3855385830805049,0.3757549895507606,0.5981614155895181
18,0.6399158400961827,0.38495829143418353,0.3745618900874794,0.5994005578402184
19,0.6387135557559362,0.3873759237733801,0.37536843017980903,0.5981373866594075
20,0.6399158400961827,0.3884529127291436,0.3766771768445369,0.5997575690797153
21,0.6360084159903817,0.3886402216650811,0.3751929131373147,0.5971792589610869
22,0.6402164111812444,0.3905635559713492,0.3783927484713201,0.6012420260841097
23,0.6420198376916141,0.3941071175957274,0.3823883509039143,0.6036828040196387
24,0.6378118425007514,0.3915241924426945,0.3790568854395074,0.6010656386013647
25,0.6423204087766757,0.3908165420096789,0.38106282278696674,0.6057857296355601
26,0.6417192666065524,0.3909737353543352,0.38012797825311717,0.6058596916242552
27,0.6459272617974151,0.3962302148639869,0.3862273945063508,0.6096887668568681
28,0.6468289750526,0.3982349383951447,0.3891929583628901,0.6114085892975186
29,0.6477306883077848,0.3999338249940093,0.39065677789556913,0.6128444332960522
30,0.6480312593928464,0.3986818055009746,0.39169367468497374,0.613077226716325
31,0.6498346859032161,0.4024467789284816,0.3957093299626066,0.6147156304340182
32,0.6549443943492635,0.4063052398161273,0.4017289238404966,0.6197278445958098
33,0.6591523895401262,0.4116991782984735,0.4083232182482627,0.6236453664892151
34,0.6621581003907424,0.41476312262289977,0.4130157031113646,0.6263620679621206
35,0.6627592425608656,0.4123188494113555,0.41403278008567984,0.6267391128436312
36,0.6633603847309889,0.4125560088007113,0.4145961310024157,0.6277825754538593
37,0.6645626690712354,0.41243825561373376,0.4167219424976831,0.6291958770818146
38,0.6636609558160504,0.41025229209626546,0.41399242115401425,0.6293931471144761
39,0.6660655244965434,0.410877439886344,0.416862018788083,0.6312824704721406
40,0.6636609558160504,0.4077157291240645,0.414838013002364,0.6281515423930083
41,0.6699729486023445,0.41042860158675754,0.4191289037486133,0.6332817310085744
42,0.6732792305380222,0.4100905426515858,0.4212470657502618,0.6357309459998605
43,0.678990081154193,0.411211285388774,0.42560624579430634,0.6374529344591187
44,0.6844003606853021,0.4191405036949401,0.43357496999885065,0.6378841180468331
45,0.6853020739404869,0.41862630410057255,0.4347237821398049,0.6366952332266956
46,0.682897505259994,0.41360795410771917,0.43056869685222815,0.6342350557759542
47,0.6774872257288849,0.40559247690359435,0.4236744366629284,0.6295624469001632
48,0.668770664262098,0.39549060610046577,0.41282062791410234,0.620002607931411
49,0.6675683799218515,0.3957757909111587,0.4115054238915058,0.6191361476192756
50,0.6663660955816051,0.39493526128180334,0.4098568662605835,0.6200939832537774
51,0.6666666666666666,0.3945588036398849,0.40968085863149617,0.6200282511488489
52,0.6636609558160504,0.39002266227262045,0.4037423215389982,0.6205392876621824
53,0.658551247370003,0.3834541477778834,0.3986189460206276,0.6163219168313417
54,0.6152690111211302,0.37476320871280716,0.3798363655142353,0.5863324830146178
55,0.6558461076044485,0.3784956473508315,0.38906929035020443,0.6109426666878293
56,0.6218815749924858,0.3845766254693381,0.3899152617070325,0.5973243813757118
57,0.6281935677787797,0.3850630875980166,0.3916643858457552,0.5947209854679588
58,0.6735798016230838,0.4041106702671259,0.42472366425112285,0.6304649201862169
59,0.6762849413886384,0.40601453897031936,0.42409593141577484,0.6344826703430618
60,0.6780883678990082,0.4097990211839843,0.4276854715293587,0.6368806824031593
61,0.6771866546438232,0.41132865959764475,0.42819486161409004,0.6357831022811017
62,0.6735798016230838,0.41091046944753434,0.4261401986063438,0.6316884887198803
63,0.6435226931169221,0.4094236467810992,0.42175764552927536,0.6072893502786906
64,0.6816952209197475,0.4186458557732443,0.4353438740330265,0.6412185740163804
65,0.6837992185151789,0.4148006181282853,0.43373955717706336,0.6415865187145785
66,0.6810940787496242,0.410178443226642,0.4292940509930592,0.6388474926519673
67,0.6822963630898707,0.4137951608618148,0.43271579329654225,0.6404780067142816
68,0.6744815148782687,0.4064720529163026,0.42282416629719155,0.6357953555348281
69,0.6321009918845807,0.39762084793377206,0.4055310893150105,0.6037086444217157
70,0.6675683799218515,0.39966450278417087,0.412555355894164,0.6289839188012037
71,0.6290952810339645,0.3930140727012082,0.40085341008781206,0.60253401147936
72,0.6257889990982868,0.3874306731191806,0.3952134096272483,0.6009287325580169
73,0.6239855725879171,0.3872098856232504,0.39233658958052586,0.5992879519563289
74,0.6218815749924858,0.38699836443817015,0.3893612411182828,0.599003638792388
75,0.6245867147580403,0.3876394752653617,0.39110129875643485,0.6011080944846264
76,0.6170724376314999,0.3801243211855036,0.3825259744075347,0.5920454956692776
77,0.6429215509467989,0.37531492223416457,0.3773710153430819,0.6115686120935825
78,0.6092575894198978,0.36974329662486033,0.3673912000237628,0.5884976764707909
79,0.6387135557559362,0.375116097518755,0.37071910467736235,0.6045481310024577
80,0.6396152690111211,0.38020587876327466,0.3761493011951848,0.616075528022114
81,0.6324015629696423,0.3841154734782023,0.38995934864150344,0.6023814195538688
82,0.6396152690111211,0.37674838919369835,0.37807213162859593,0.614819729177536
83,0.6465284039675383,0.3908934668234778,0.3901430525760525,0.6189405876438917
84,0.6456266907123535,0.3905128604226549,0.3873672632869479,0.6182987890573005
85,0.6426209798617373,0.39179576144729455,0.3860519618260298,0.6171652737203482
86,0.6423204087766757,0.390279742105507,0.3862194700937468,0.617521072588766
87,0.6486324015629696,0.3928191492554212,0.3922687383004079,0.6239314511706132
88,0.6489329726480313,0.3904721105947261,0.38937712219199727,0.6270448235948191
89,0.6480312593928464,0.3938414738323168,0.39012613461427054,0.6265912295796434
90,0.6366095581605049,0.3933538523977893,0.3815469433107422,0.6158844149136878
91,0.6330027051397655,0.39377359145740526,0.3788278863552414,0.6122585537575868
92,0.6321009918845807,0.39868866051532814,0.3814170993887858,0.6109735202229665
93,0.6308987075443342,0.3948263274185096,0.37865227164530535,0.6102641995724811
94,0.6314998497144575,0.39333852288045085,0.3787960814836246,0.610870134032922
95,0.628794709948903,0.3902166106642158,0.37490214789032666,0.6092898863466566
96,0.62639014126841,0.38690553309009185,0.37214013858814116,0.6076073423933523
97,0.6284941388638413,0.38784401820866077,0.3745310813024449,0.6099086751356596
98,0.6236850015028554,0.38245407832323586,0.36796731775419067,0.6049972955014556
99,0.6227832882476706,0.38168620208883053,0.36677682675717194,0.6046021864069686
