epoch,train_acc,train_nmi,train_ari,train_f1,test_acc,test_nmi,test_ari,test_f1
68,0.9815450643776824,0.95348135117863,0.9667435362046694,0.9714496598025458,0.6765855124737,0.40907716279576245,0.42064954685011263,0.6271287747838056
69,0.98068669527897,0.9478926643922863,0.9658555176596844,0.9702285538099066,0.6850015028554253,0.4240917376878474,0.43394086104262863,0.6349394582904719
70,0.9862660944206009,0.9616529301707393,0.9767069877469132,0.9781887257034273,0.6850015028554253,0.42540936706180676,0.43422188822704394,0.6337438646824286
71,0.9841201716738197,0.956433255761233,0.9720147276608786,0.9751935951426579,0.6840997896002404,0.4230959240990941,0.43257853141660135,0.6342923299594051
72,0.9841201716738197,0.9557844916697842,0.9713288836325761,0.975674652416636,0.6774872257288849,0.4181420842869719,0.42325885992451817,0.6276644264797412
73,0.9875536480686695,0.9647103060431748,0.9772361887624577,0.980781648958247,0.6840997896002404,0.428207165565824,0.43195675391965893,0.6356680150709804
74,0.9866952789699571,0.9621863677590565,0.9763698857367953,0.9791411853813222,0.6871055004508566,0.4232197456897622,0.43609817655728045,0.6380751281784289
75,0.9866952789699571,0.9632396167504099,0.9753858911882582,0.9793866323977962,0.6837992185151789,0.4205950864001056,0.43166865408336136,0.6346750021101079
76,0.9862660944206009,0.9630200181403276,0.9762024559844042,0.9780018906732341,0.6834986474301172,0.4211925251154597,0.4319726293090249,0.6350547623974462
77,0.9854077253218884,0.9583779689203986,0.9747080620504565,0.9768871788936678,0.686804929365795,0.42473604061796066,0.4332934145926435,0.6392628120510943
78,0.9871244635193133,0.9637061605178285,0.9773921354754203,0.9795611164801596,0.6847009317703637,0.4207332452992502,0.43153760162469657,0.633918237460913
79,0.9875536480686695,0.9627229833699901,0.978828091761924,0.9797780861337205,0.686804929365795,0.42275550019012437,0.434717206924592,0.6369213275288144
80,0.9871244635193133,0.9632566906240512,0.9773775975920215,0.9797775012065005,0.682897505259994,0.4222836589098834,0.4293230880927493,0.6343363414505674
81,0.984549356223176,0.9592735858617812,0.9732946650490907,0.9755338885701569,0.686804929365795,0.42771016202441187,0.4361596774256832,0.6377558854668716
82,0.9858369098712446,0.9595497398754815,0.974464079457343,0.9777352275575105,0.6819957920048091,0.42215870222336077,0.42846496002816536,0.6331982681466838
83,0.9871244635193133,0.9638379967508122,0.9772936224597095,0.9796064940324681,0.678990081154193,0.4136159549323339,0.4233400437046038,0.6301309719596011
84,0.988412017167382,0.964329328344212,0.9788618115240202,0.9822507231786993,0.6847009317703637,0.4234461179157771,0.4325992934546569,0.6347193739916537
85,0.9871244635193133,0.9629487873999892,0.9771940837528481,0.9795116500823068,0.690712353471596,0.42692558566732136,0.4386696544076662,0.6423152389124279
86,0.9875536480686695,0.9657772553848338,0.9791039196682901,0.9797277763468221,0.6904117823865344,0.4326533556529588,0.4444014017334383,0.6384886063318265
87,0.9854077253218884,0.9583611219919596,0.9741006537988691,0.9771866597835318,0.6880072137060415,0.42702078623594303,0.43657765167144846,0.639014460589839
88,0.9871244635193133,0.9638447492038351,0.9783443149411049,0.9790496323741392,0.6856026450255486,0.4275598319940028,0.4363478273700102,0.6350373554421954
89,0.9871244635193133,0.9630930348170026,0.9785492813847896,0.9790131079764016,0.6916140667267808,0.43004339111491824,0.4413151180839271,0.6424858509486048
90,0.9858369098712446,0.9609140763354079,0.9755018685825653,0.9771980637766461,0.6847009317703637,0.4201094471536058,0.43192897994889806,0.6361826800574998
91,0.9849785407725322,0.9592838944627348,0.973763128580413,0.9761182313447577,0.6837992185151789,0.4214576443582273,0.43064063128557917,0.6348524937478698
92,0.9832618025751073,0.9519902998224729,0.9706199391365391,0.9739216601212229,0.6853020739404869,0.42495078346369974,0.4351850757238254,0.6347592595634522
93,0.9866952789699571,0.961759280059034,0.9758370285730609,0.9791500344928519,0.6865043582807334,0.4258070589541145,0.43166117956278877,0.6391424253237887
94,0.9862660944206009,0.9615535717626228,0.9768839550691609,0.9781148721710484,0.682897505259994,0.4225399329211382,0.43042061972241713,0.6335879343781785
95,0.9879828326180258,0.966804008602362,0.9790443339102263,0.980815283655545,0.6816952209197475,0.41884699878104503,0.4267957681718007,0.6343466449029235
96,0.9866952789699571,0.9628687619899584,0.977264242170464,0.9787514807617307,0.6853020739404869,0.42480639257463865,0.43345086569550123,0.6349507821588237
97,0.9849785407725322,0.9581265270147472,0.9735911165068231,0.9764299336045985,0.6844003606853021,0.4227847373757668,0.43315643002426873,0.6353228092007864
98,0.9849785407725322,0.9568549135820509,0.9738844095735621,0.9763283124868899,0.6834986474301172,0.4211455938974597,0.4314974862274809,0.6345412227611648
99,0.9858369098712446,0.9595658488330896,0.9746791851435306,0.9779169337597611,0.689209498046288,0.42365990642376233,0.43740538345921304,0.6398394283527132
100,0.9862660944206009,0.9625523373475994,0.9760157037483519,0.9780653468450046,0.6844003606853021,0.4210686409634846,0.43188753540105274,0.6359109632637521
101,0.9866952789699571,0.9637013967593544,0.9760296769958053,0.9789915096715943,0.689209498046288,0.428756316342599,0.43707505173855105,0.64104807590335
102,0.9866952789699571,0.9602981134994035,0.9770043268768404,0.9787131610589591,0.6901112113014728,0.4284816884139701,0.44164208832131424,0.6394156653266371
103,0.9901287553648068,0.9701274796116389,0.9829964358692427,0.9842686378699975,0.6913134956417193,0.4313500826997512,0.441946723709308,0.6420037042915031
104,0.9866952789699571,0.9612643816274423,0.975982539905692,0.9791926104186969,0.6856026450255486,0.4222514375898846,0.4326246508510581,0.6367942908948859
105,0.9828326180257511,0.9539841249955785,0.9701968934759815,0.9733103890099345,0.6880072137060415,0.4281982982921195,0.4386706604258829,0.6382418576100943
106,0.9828326180257511,0.951549302547462,0.9685859965929347,0.9738472813408574,0.689209498046288,0.42584328583919145,0.43796863962369204,0.6403392109534072
107,0.984549356223176,0.9579540112574081,0.9732075467469404,0.975665989183164,0.6883077847911031,0.4236876492383811,0.43362919766466845,0.642511491935463
108,0.9866952789699571,0.9624690070501611,0.975774658894541,0.9792099091453843,0.6859032161106101,0.423843534466322,0.43400215671034054,0.6357736627357243
109,0.9858369098712446,0.9586282618713426,0.9749740923803376,0.9777408816288151,0.6874060715359183,0.4251782313731301,0.4362425055968582,0.6378941392743074
110,0.9875536480686695,0.9633217937967707,0.9784090486414079,0.9800156768039628,0.6922152088969041,0.4306908361990715,0.44133575992135743,0.6424912002090608
111,0.9858369098712446,0.9626099462485981,0.9753465701623055,0.9775206489147784,0.6877066426209799,0.42793948016164723,0.43807788077002907,0.6381829874169778
112,0.9854077253218884,0.9598569796196521,0.9741509362754537,0.9768831646200068,0.6777877968139465,0.4123184185001895,0.422828452530191,0.6290796202829971
113,0.9871244635193133,0.9639667593619137,0.9774387951267403,0.9792817570503031,0.6886083558761648,0.4245089815575841,0.4355261387178125,0.6423966776814023
114,0.9854077253218884,0.9596942226767432,0.9740701814356482,0.9771301792458479,0.6856026450255486,0.41975796869378745,0.43131406893606455,0.6391500588512478
115,0.9858369098712446,0.9613339235962501,0.9747558881877334,0.9776345803492698,0.6856026450255486,0.4261947988869644,0.4346238615708931,0.6365817069191236
116,0.988412017167382,0.9667587702467372,0.9800934279053419,0.9812898289951909,0.6871055004508566,0.42147300685800404,0.43388601168748525,0.638450826924823
117,0.984549356223176,0.9596698038037627,0.9740939626105545,0.9753037502808247,0.6801923654944394,0.4180449376527249,0.426406961646037,0.6312240909694393
118,0.9858369098712446,0.9608402615462326,0.9762392998293213,0.9770206312501134,0.6877066426209799,0.4210986834415407,0.4350335980654265,0.6400973048714427
119,0.9866952789699571,0.9633967447202801,0.9753206567126607,0.9795759767150525,0.6877066426209799,0.42876369161124955,0.4374374032981624,0.6383436042327199
